CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA-UNIDOS,MTS,A.S.,APP,DEMOCRATAS,A-UPP,PDC,UN,CAOP,NGP,APB-SUMATE,LIBRE,CAOCH,CONACH-W,CSUTOAPCH,A-P,ASCAP,JAP,S-P,MNR,POR
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5007007,12,12,12,23,4,0,1,4,5,3,10,3,8,,,,,3,10,16,6,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5007017,13,23,15,17,1,1,0,4,4,8,8,11,10,,,,,5,5,7,4,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5007027,14,15,16,23,1,2,1,4,4,6,6,6,5,,,,,5,5,11,3,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5007037,15,19,13,20,7,3,4,3,3,2,3,9,8,,,,,6,9,11,9,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5007047,16,22,14,34,6,0,3,3,1,2,5,10,6,,,,,4,4,12,1,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5007057,17,23,18,18,5,3,3,7,6,2,6,9,5,,,,,2,4,16,8,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5007067,18,20,22,17,6,1,1,2,5,4,8,8,7,,,,,4,7,16,16,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5007077,19,22,10,21,4,1,0,3,14,3,10,11,11,,,,,5,7,9,10,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5007087,20,16,17,24,5,2,1,3,8,3,4,18,11,,,,,6,5,12,8,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5007097,21,13,14,24,7,0,2,1,7,6,11,9,15,,,,,4,13,11,11,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5007107,22,19,17,23,4,3,1,2,1,2,8,6,24,,,,,3,11,7,9,
1,Tomás Frías,1,Potosí,1494,Potosí,50,Esc. Kenny Prieto Melgarejo,5007117,23,11,8,18,2,0,1,1,2,1,7,3,4,,,,,1,3,6,7,
1,Tomás Frías,1,Potosí,1494,Potosí,483,Mariscal Santa Cruz,5005007,1,18,38,31,3,1,1,7,2,3,14,17,4,,,,,1,11,12,15,
1,Tomás Frías,1,Potosí,1494,Potosí,483,Mariscal Santa Cruz,5005017,2,14,10,21,4,1,2,3,2,5,5,9,15,,,,,4,8,13,12,
1,Tomás Frías,1,Potosí,1494,Potosí,483,Mariscal Santa Cruz,5005027,3,22,17,32,10,2,3,1,3,5,6,6,6,,,,,0,2,15,8,
1,Tomás Frías,1,Potosí,1494,Potosí,483,Mariscal Santa Cruz,5005037,4,13,16,20,3,0,0,5,2,1,8,10,10,,,,,6,7,16,12,
1,Tomás Frías,1,Potosí,1494,Potosí,483,Mariscal Santa Cruz,5005047,5,21,14,27,5,1,3,3,6,5,5,10,12,,,,,2,8,14,12,
1,Tomás Frías,1,Potosí,1494,Potosí,483,Mariscal Santa Cruz,5005057,6,14,15,30,4,3,3,5,1,1,3,9,6,,,,,5,7,10,7,
1,Tomás Frías,1,Potosí,1494,Potosí,483,Mariscal Santa Cruz,5005067,7,20,17,29,3,1,4,2,8,1,12,11,6,,,,,5,3,19,2,
1,Tomás Frías,1,Potosí,1494,Potosí,483,Mariscal Santa Cruz,5005077,8,14,24,27,7,1,3,4,5,2,4,10,10,,,,,2,10,6,13,
1,Tomás Frías,1,Potosí,1494,Potosí,483,Mariscal Santa Cruz,5005087,9,26,14,19,2,0,0,4,7,1,7,12,7,,,,,4,8,8,4,
1,Tomás Frías,1,Potosí,1494,Potosí,483,Mariscal Santa Cruz,5005097,10,22,10,22,5,2,1,7,6,4,7,9,10,,,,,3,12,10,2,
1,Tomás Frías,1,Potosí,1494,Potosí,483,Mariscal Santa Cruz,5005107,11,16,18,27,2,0,2,3,4,2,7,11,13,,,,,5,4,9,12,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006227,1,12,17,24,10,4,1,2,1,6,3,13,7,,,,,4,4,12,7,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006237,2,19,7,23,9,2,2,4,3,4,4,24,9,,,,,3,5,10,5,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006247,3,17,15,26,6,0,1,4,3,9,8,8,10,,,,,4,1,16,7,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006257,4,16,15,26,7,2,0,4,4,11,8,7,4,,,,,1,6,16,5,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006267,5,17,11,32,3,0,0,2,4,3,4,14,11,,,,,0,5,14,12,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006277,6,18,15,29,2,2,2,4,3,7,6,10,5,,,,,2,1,4,14,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006287,7,27,15,26,0,0,2,3,4,9,7,12,7,,,,,0,3,11,9,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006297,8,12,11,31,7,3,2,6,5,3,6,13,12,,,,,2,1,9,11,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006307,9,18,9,35,4,1,0,3,5,3,5,4,5,,,,,1,4,9,2,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006317,10,17,21,21,4,1,3,3,6,6,8,10,5,,,,,5,4,7,12,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006327,11,11,7,28,6,3,3,7,1,8,5,6,8,,,,,7,5,15,6,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006337,12,23,15,32,8,1,0,3,3,6,7,8,12,,,,,5,5,13,5,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006347,13,22,19,20,9,1,2,1,5,4,6,4,14,,,,,0,5,10,5,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006357,14,18,13,23,4,1,1,3,4,4,9,10,6,,,,,3,7,11,9,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006367,15,15,8,29,4,2,1,2,2,6,4,12,11,,,,,3,5,15,5,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006377,16,24,15,17,3,3,2,3,3,5,7,9,6,,,,,7,5,9,4,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006387,17,14,9,35,7,1,0,2,4,0,10,7,8,,,,,4,5,9,5,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006397,18,28,14,27,6,2,1,6,7,3,6,8,9,,,,,7,4,7,6,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006407,19,21,9,26,2,1,3,4,1,6,10,6,8,,,,,6,2,12,8,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006417,20,17,11,22,4,5,5,4,7,6,7,8,4,,,,,2,7,11,8,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006427,21,19,17,23,3,3,1,1,1,7,5,10,3,,,,,1,6,4,3,
1,Tomás Frías,1,Potosí,1494,Potosí,484,U. E. Juan Pablo II,5006437,22,18,9,28,2,2,2,1,3,6,2,8,7,,,,,4,5,5,11,
1,Tomás Frías,1,Potosí,1494,Potosí,571,Col. Divino Maestro,5005617,1,16,21,18,6,1,1,3,5,2,7,13,18,,,,,2,4,21,15,
1,Tomás Frías,1,Potosí,1494,Potosí,571,Col. Divino Maestro,5005627,2,12,18,28,2,0,1,1,5,3,11,11,9,,,,,4,6,17,24,
1,Tomás Frías,1,Potosí,1494,Potosí,571,Col. Divino Maestro,5005637,3,18,15,12,5,2,1,2,5,8,13,10,9,,,,,3,15,17,19,
1,Tomás Frías,1,Potosí,1494,Potosí,571,Col. Divino Maestro,5005647,4,8,17,23,5,1,1,1,2,6,11,17,9,,,,,1,13,10,7,
1,Tomás Frías,1,Potosí,1494,Potosí,571,Col. Divino Maestro,5005657,5,19,20,17,4,2,3,5,1,3,16,17,4,,,,,6,12,16,13,
1,Tomás Frías,1,Potosí,1494,Potosí,571,Col. Divino Maestro,5005667,6,32,17,23,2,1,0,5,0,0,8,13,10,,,,,2,10,17,11,
1,Tomás Frías,1,Potosí,1494,Potosí,571,Col. Divino Maestro,5005677,7,21,13,19,3,0,0,1,7,1,9,14,12,,,,,3,14,19,12,
1,Tomás Frías,1,Potosí,1494,Potosí,571,Col. Divino Maestro,5005687,8,27,23,24,3,1,1,5,4,4,13,13,11,,,,,6,9,12,18,
1,Tomás Frías,1,Potosí,1494,Potosí,571,Col. Divino Maestro,5005697,9,22,15,21,4,2,1,3,5,1,14,13,11,,,,,4,11,18,19,
1,Tomás Frías,1,Potosí,1494,Potosí,572,Esc. Salvador Revilla,5002877,1,15,17,17,12,0,6,4,5,1,17,19,9,,,,,1,6,17,27,
1,Tomás Frías,1,Potosí,1494,Potosí,572,Esc. Salvador Revilla,5002887,2,16,20,15,7,0,2,1,4,12,14,18,11,,,,,2,5,22,16,
1,Tomás Frías,1,Potosí,1494,Potosí,572,Esc. Salvador Revilla,5002897,3,14,12,10,12,1,3,1,4,5,15,10,5,,,,,5,1,9,24,
1,Tomás Frías,1,Potosí,1494,Potosí,572,Esc. Salvador Revilla,5002907,4,13,13,11,12,1,2,3,1,2,10,16,13,,,,,0,7,14,26,
1,Tomás Frías,1,Potosí,1494,Potosí,572,Esc. Salvador Revilla,5002917,5,9,5,7,6,1,1,2,4,0,6,6,7,,,,,1,3,8,14,
1,Tomás Frías,1,Potosí,1494,Potosí,573,U.E. Antonio José De Sucre,5001697,1,15,17,24,0,4,3,4,4,0,1,5,2,,,,,2,7,13,7,
1,Tomás Frías,1,Potosí,1494,Potosí,573,U.E. Antonio José De Sucre,5001707,2,24,11,24,3,3,0,5,4,2,7,9,3,,,,,2,1,16,6,
1,Tomás Frías,1,Potosí,1494,Potosí,573,U.E. Antonio José De Sucre,5001717,3,14,23,22,3,1,0,3,2,3,4,8,3,,,,,4,5,10,5,
1,Tomás Frías,1,Potosí,1494,Potosí,573,U.E. Antonio José De Sucre,5001727,4,9,13,47,4,4,1,3,5,0,2,8,4,,,,,2,5,6,7,
1,Tomás Frías,1,Potosí,1494,Potosí,573,U.E. Antonio José De Sucre,5001737,5,20,24,31,4,0,1,2,4,0,2,8,6,,,,,1,3,20,7,
1,Tomás Frías,1,Potosí,1494,Potosí,573,U.E. Antonio José De Sucre,5001747,6,24,12,19,2,3,2,1,0,0,5,7,4,,,,,4,8,28,7,
1,Tomás Frías,1,Potosí,1494,Potosí,573,U.E. Antonio José De Sucre,5001757,7,17,11,27,5,3,0,2,4,1,4,9,5,,,,,2,5,9,5,
1,Tomás Frías,1,Potosí,1494,Potosí,573,U.E. Antonio José De Sucre,5001767,8,21,16,23,1,4,3,2,3,3,4,8,4,,,,,4,4,15,3,
1,Tomás Frías,1,Potosí,1494,Potosí,573,U.E. Antonio José De Sucre,5001777,9,17,23,24,0,4,1,2,2,3,4,6,0,,,,,3,6,14,6,
1,Tomás Frías,1,Potosí,1494,Potosí,573,U.E. Antonio José De Sucre,5001787,10,14,18,30,4,1,0,2,8,2,4,7,4,,,,,3,4,12,8,
1,Tomás Frías,1,Potosí,1494,Potosí,573,U.E. Antonio José De Sucre,5001797,11,5,4,13,0,0,1,2,2,0,0,0,2,,,,,1,0,5,1,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5000947,1,10,10,34,4,3,3,1,11,2,4,6,5,,,,,4,9,6,1,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5000957,2,17,5,33,4,2,2,3,0,5,3,9,4,,,,,6,16,8,4,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5000967,3,16,8,29,6,2,0,3,3,1,5,9,4,,,,,2,7,12,2,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5000977,4,14,13,25,0,1,2,3,8,3,3,4,5,,,,,3,8,9,2,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5000987,5,12,11,30,2,3,1,8,12,4,3,6,2,,,,,4,6,9,4,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5000997,6,11,14,34,2,5,1,3,2,3,2,6,3,,,,,4,8,9,4,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5001007,7,16,20,37,4,1,2,5,6,4,1,1,4,,,,,1,8,7,5,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5001017,8,20,15,21,3,3,2,1,2,4,4,6,8,,,,,3,13,13,4,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5001027,9,22,12,29,7,6,2,2,1,3,4,9,0,,,,,1,5,6,8,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5001037,10,21,13,27,1,2,2,3,5,2,3,7,9,,,,,3,3,12,6,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5001047,11,20,22,34,2,3,2,4,5,2,4,5,8,,,,,8,5,8,7,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5001057,12,18,17,25,4,0,2,1,3,6,2,7,5,,,,,1,18,13,2,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5001067,13,24,10,26,1,1,0,3,3,6,0,6,5,,,,,2,14,7,3,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5001077,14,16,17,27,1,1,2,4,4,6,5,6,5,,,,,4,7,9,2,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5001087,15,27,12,21,2,0,2,4,2,8,5,3,5,,,,,8,4,5,1,
1,Tomás Frías,1,Potosí,1494,Potosí,588,U. E. Villa Colón,5001097,16,5,5,8,0,0,0,3,1,1,1,3,1,,,,,5,6,3,1,
1,Tomás Frías,1,Potosí,1494,Potosí,589,Instituto San Juan,5004537,1,13,22,18,4,0,1,5,5,2,8,9,4,,,,,7,9,12,15,
1,Tomás Frías,1,Potosí,1494,Potosí,589,Instituto San Juan,5004547,2,11,21,19,6,2,3,4,6,3,16,12,11,,,,,2,5,22,13,
1,Tomás Frías,1,Potosí,1494,Potosí,589,Instituto San Juan,5004557,3,15,24,21,5,0,0,6,2,1,12,19,4,,,,,1,10,24,18,
1,Tomás Frías,1,Potosí,1494,Potosí,589,Instituto San Juan,5004567,4,14,23,21,8,2,1,1,3,4,10,11,5,,,,,1,7,13,15,
1,Tomás Frías,1,Potosí,1494,Potosí,25027,Escuela José Alonso De Ibáñez,5002927,1,20,17,10,5,0,3,1,0,2,22,16,12,,,,,4,14,19,29,
1,Tomás Frías,1,Potosí,1494,Potosí,25027,Escuela José Alonso De Ibáñez,5002937,2,19,15,12,9,0,2,1,4,1,22,23,8,,,,,0,15,14,21,
1,Tomás Frías,1,Potosí,1494,Potosí,25027,Escuela José Alonso De Ibáñez,5002947,3,18,21,12,7,0,1,3,2,2,16,12,10,,,,,2,5,8,29,
1,Tomás Frías,1,Potosí,1494,Potosí,25027,Escuela José Alonso De Ibáñez,5002957,4,11,9,7,7,0,0,4,4,2,19,18,14,,,,,4,7,22,28,
1,Tomás Frías,1,Potosí,1494,Potosí,25027,Escuela José Alonso De Ibáñez,5002967,5,15,14,18,3,0,0,3,1,3,20,5,14,,,,,2,15,15,25,
1,Tomás Frías,1,Potosí,1494,Potosí,25028,Instituto I.T.E.C. Fe y Alegría,5005497,1,19,19,18,5,0,1,1,6,3,6,12,15,,,,,6,12,12,20,
1,Tomás Frías,1,Potosí,1494,Potosí,25028,Instituto I.T.E.C. Fe y Alegría,5005507,2,13,16,16,7,1,2,3,4,2,8,16,11,,,,,4,5,14,29,
1,Tomás Frías,1,Potosí,1494,Potosí,25028,Instituto I.T.E.C. Fe y Alegría,5005517,3,15,20,20,4,2,0,4,2,2,9,17,9,,,,,2,3,9,15,
1,Tomás Frías,1,Potosí,1494,Potosí,25028,Instituto I.T.E.C. Fe y Alegría,5005527,4,4,1,2,1,0,0,1,0,0,4,2,1,,,,,0,1,3,1,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004817,1,7,19,18,8,1,0,1,6,4,12,18,6,,,,,4,6,11,16,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004827,2,11,18,22,4,0,5,4,3,4,9,14,10,,,,,3,9,13,18,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004837,3,19,13,23,1,3,2,3,6,3,13,15,7,,,,,6,5,19,15,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004847,4,17,18,30,6,0,1,2,0,4,15,5,5,,,,,5,4,11,10,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004857,5,28,26,21,1,1,2,5,3,6,5,8,7,,,,,1,7,11,10,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004867,6,16,10,17,8,2,3,3,7,2,10,16,16,,,,,3,4,24,7,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004877,7,14,11,23,5,1,1,5,5,1,7,16,9,,,,,5,9,13,4,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004887,8,11,17,28,7,0,0,2,7,3,7,17,5,,,,,7,6,13,9,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004897,9,22,15,22,5,1,2,5,5,1,9,7,11,,,,,3,5,15,11,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004907,10,13,17,12,9,2,4,3,3,3,9,10,7,,,,,2,6,19,24,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004917,11,18,13,26,3,3,3,6,6,1,10,10,10,,,,,4,5,21,11,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004927,12,23,14,14,4,1,0,1,3,4,13,22,7,,,,,3,7,9,11,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004937,13,13,13,25,3,0,1,3,2,2,7,15,8,,,,,5,3,15,8,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004947,14,13,10,11,7,1,2,3,1,4,9,14,8,,,,,2,8,21,21,
1,Tomás Frías,1,Potosí,1494,Potosí,25031,Esc. Cobija,5004957,15,7,9,5,2,2,0,1,0,1,4,8,2,,,,,1,3,8,5,
1,Tomás Frías,1,Potosí,1494,Potosí,25033,Esc. Boliviano Alemán,5005997,1,24,17,25,6,1,0,3,6,2,5,12,13,,,,,1,7,18,9,
1,Tomás Frías,1,Potosí,1494,Potosí,25033,Esc. Boliviano Alemán,5006007,2,18,7,28,4,2,3,2,0,8,5,20,7,,,,,3,8,5,9,
1,Tomás Frías,1,Potosí,1494,Potosí,25033,Esc. Boliviano Alemán,5006017,3,27,16,25,4,0,2,1,3,5,9,14,7,,,,,4,8,11,9,
1,Tomás Frías,1,Potosí,1494,Potosí,25033,Esc. Boliviano Alemán,5006027,4,8,9,26,6,1,2,2,2,3,4,11,9,,,,,3,7,10,11,
1,Tomás Frías,1,Potosí,1494,Potosí,25033,Esc. Boliviano Alemán,5006037,5,20,18,23,3,3,1,2,0,8,6,9,4,,,,,7,5,5,3,
1,Tomás Frías,1,Potosí,1494,Potosí,25033,Esc. Boliviano Alemán,5006047,6,16,16,29,4,0,3,3,8,4,9,14,3,,,,,0,5,16,8,
1,Tomás Frías,1,Potosí,1494,Potosí,25033,Esc. Boliviano Alemán,5006057,7,20,15,31,5,3,2,3,2,6,6,7,3,,,,,2,7,8,7,
1,Tomás Frías,1,Potosí,1494,Potosí,25033,Esc. Boliviano Alemán,5006067,8,1,2,2,2,1,1,0,0,0,1,2,1,,,,,1,1,0,1,
1,Tomás Frías,1,Potosí,1494,Potosí,25036,(Cárcel) Penal de Cantumarca,5007357,1,16,11,16,6,4,4,6,1,3,0,2,0,,,,,0,7,4,3,
1,Tomás Frías,1,Potosí,1494,Potosí,25036,(Cárcel) Penal de Cantumarca,5007367,2,10,9,13,2,5,2,5,1,3,1,2,1,,,,,2,4,6,4,
1,Tomás Frías,1,Potosí,1494,Potosí,25037,Esc. Jose Maria Linares,5000827,1,35,20,17,5,2,3,3,4,3,7,11,11,,,,,3,8,8,11,
1,Tomás Frías,1,Potosí,1494,Potosí,25037,Esc. Jose Maria Linares,5000837,2,23,16,21,4,2,2,1,1,2,9,4,13,,,,,4,9,9,5,
1,Tomás Frías,1,Potosí,1494,Potosí,25037,Esc. Jose Maria Linares,5000847,3,19,24,17,6,1,2,2,3,1,9,15,7,,,,,7,11,6,13,
1,Tomás Frías,1,Potosí,1494,Potosí,25037,Esc. Jose Maria Linares,5000857,4,37,17,22,2,3,2,7,6,4,3,11,8,,,,,2,8,8,9,
1,Tomás Frías,1,Potosí,1494,Potosí,25037,Esc. Jose Maria Linares,5000867,5,22,15,19,7,0,1,3,4,1,9,15,5,,,,,4,6,13,8,
1,Tomás Frías,1,Potosí,1494,Potosí,25037,Esc. Jose Maria Linares,5000877,6,31,15,12,6,0,0,4,4,2,8,13,17,,,,,2,16,15,12,
1,Tomás Frías,1,Potosí,1494,Potosí,25037,Esc. Jose Maria Linares,5000887,7,25,17,14,6,0,3,0,5,4,10,7,12,,,,,5,5,10,12,
1,Tomás Frías,1,Potosí,1494,Potosí,25037,Esc. Jose Maria Linares,5000897,8,12,20,28,5,0,2,2,6,3,6,12,8,,,,,1,3,20,15,
1,Tomás Frías,1,Potosí,1494,Potosí,25037,Esc. Jose Maria Linares,5000907,9,28,9,19,5,1,2,2,2,4,13,11,6,,,,,6,8,11,14,
1,Tomás Frías,1,Potosí,1494,Potosí,25037,Esc. Jose Maria Linares,5000917,10,16,24,22,5,3,1,4,9,3,15,8,3,,,,,2,7,10,8,
1,Tomás Frías,1,Potosí,1494,Potosí,25037,Esc. Jose Maria Linares,5000927,11,14,17,16,6,0,0,1,2,3,11,14,11,,,,,4,7,16,18,
1,Tomás Frías,1,Potosí,1494,Potosí,25037,Esc. Jose Maria Linares,5000937,12,9,4,6,1,1,1,1,1,4,4,5,5,,,,,0,9,4,7,
1,Tomás Frías,1,Potosí,1494,Potosí,25039,Col. Aniceto Arce,5003857,1,17,21,15,3,1,3,4,3,5,17,9,7,,,,,4,7,16,24,
1,Tomás Frías,1,Potosí,1494,Potosí,25039,Col. Aniceto Arce,5003867,2,24,17,14,3,0,3,1,5,3,14,9,11,,,,,1,3,12,14,
1,Tomás Frías,1,Potosí,1494,Potosí,25039,Col. Aniceto Arce,5003877,3,13,19,15,6,0,3,1,4,3,13,12,12,,,,,4,6,13,17,
1,Tomás Frías,1,Potosí,1494,Potosí,25039,Col. Aniceto Arce,5003887,4,9,5,10,2,0,2,1,1,1,13,5,5,,,,,0,5,7,7,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000277,1,14,11,27,3,3,0,6,4,5,5,6,3,,,,,1,10,5,10,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000287,2,18,15,25,2,2,1,0,4,6,7,9,5,,,,,6,10,11,7,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000297,3,12,14,21,3,3,1,3,5,8,4,15,5,,,,,10,8,7,10,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000307,4,18,17,22,4,4,0,7,3,5,6,9,3,,,,,3,3,8,5,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000317,5,13,10,26,2,0,5,1,1,2,4,4,5,,,,,4,5,6,4,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000327,6,12,16,26,4,3,1,1,7,3,4,7,5,,,,,7,5,12,3,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000337,7,18,15,42,4,1,4,3,0,6,3,6,4,,,,,2,4,6,4,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000347,8,15,16,29,0,1,1,6,4,9,0,10,6,,,,,2,3,9,9,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000357,9,15,17,24,4,3,6,2,3,2,3,11,9,,,,,3,5,8,11,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000367,10,16,19,26,3,1,0,7,3,6,5,6,11,,,,,5,12,12,4,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000377,11,15,12,20,1,1,1,2,3,5,4,13,3,,,,,7,5,9,4,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000387,12,13,16,17,5,1,1,4,2,4,1,7,4,,,,,6,6,8,7,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000397,13,16,13,20,5,1,1,2,3,2,11,15,5,,,,,2,7,11,2,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000407,14,8,12,25,4,2,1,2,2,5,7,10,8,,,,,5,4,9,8,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000417,15,18,16,32,2,0,3,3,1,7,2,8,3,,,,,3,5,9,7,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000427,16,15,12,27,4,4,0,4,5,5,2,7,9,,,,,7,6,13,10,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000437,17,19,12,25,4,4,2,1,4,8,6,6,8,,,,,8,5,5,6,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000447,18,29,10,27,2,1,1,5,4,7,6,3,8,,,,,6,8,7,7,
1,Tomás Frías,1,Potosí,1494,Potosí,25040,Unidad Educativa Mejillones,5000457,19,4,5,5,0,1,1,0,1,3,1,4,2,,,,,0,0,0,0,
1,Tomás Frías,1,Potosí,1494,Potosí,25041,Esc. 12 de Abril,5004147,1,18,17,25,5,1,1,2,7,12,10,8,7,,,,,0,6,18,11,
1,Tomás Frías,1,Potosí,1494,Potosí,25041,Esc. 12 de Abril,5004157,2,15,14,19,5,3,0,0,2,8,9,10,3,,,,,3,8,17,14,
1,Tomás Frías,1,Potosí,1494,Potosí,25041,Esc. 12 de Abril,5004167,3,15,18,21,4,3,1,4,3,4,4,9,6,,,,,5,11,10,15,
1,Tomás Frías,1,Potosí,1494,Potosí,25041,Esc. 12 de Abril,5004177,4,13,14,19,3,0,1,4,8,4,11,7,9,,,,,0,4,15,16,
1,Tomás Frías,1,Potosí,1494,Potosí,25041,Esc. 12 de Abril,5004187,5,13,9,16,4,1,0,1,4,5,10,8,10,,,,,3,14,10,26,
